domain,query_type,query_size
xb1kqu.9ykapagx55.net,A,108
lm7pk.mxb1.com,CNAME,244
g90w7gcg.xrjst5l.org,MX,70
.net,CNAME,46
.biz,AAAA,195
3iwq2x.vx8qyc.org,CNAME,189
jw67uelgy.cd4a.biz,MX,108
.io,CNAME,88
.co,A,136
lsi.69i7ak3ql.17xj9w.xyz,A,74
il0.y8mm.io,MX,64
.biz,CNAME,138
aziz.org,AAAA,158
.org,MX,224
p19vc1cup.com,A,119
qk8z2.lazj1rd.com,MX,220
9sj.i7jqxlecdj.e667wh.com,AAAA,248
.io,A,111
hqvo.sk3.rsdgufg.biz,A,219
mf4z.biz,A,216
wk6n7a6.0tnwk.org,TXT,216
.info,MX,183
x75wk7zm.b382s.io,NS,157
cxt.io,CNAME,180
bx8.m1ncew8.gw941o.org,TXT,149
cc548l4i9.org,A,174
.info,TXT,53
1oztd.du2p8vbwuo.com,MX,197
85funub.kz3lpto9w2.xyz,TXT,228
jyo9.o3zzu.bqz.com,TXT,120
z36jg15n.wnhkp3u.org,AAAA,181
9jdcx.com,CNAME,67
r1jg46i.info,MX,139
k73.com,MX,152
30m.v1fu4nfdn.x85b3.net,NS,79
qm8a9v.vht6mp.aap1cvqg.co,A,79
.co,TXT,198
.io,TXT,128
ntiaz4z.4fg6h9.info,TXT,99
.org,TXT,54
.co,MX,81
xqu.biz,A,137
.xyz,CNAME,207
8dbl.biz,MX,104
.org,AAAA,138
h3x0.lfx3.io,AAAA,116
00rs0r.qg3khx9.biz,TXT,36
.biz,A,92
k87.lghxkquex7.dm7nyq.net,TXT,183
2y8ju7laas.0mzmgitrj.xyz,MX,208
s4asewnk.xyz,CNAME,133
38cq2anaj.xyz,A,193
.xyz,NS,30
qc1rp73byk.hi3.org,CNAME,34
4yucf.ciczot.co,MX,233
.io,AAAA,136
a2zrha0dx.biwxbu.6qqgq.xyz,MX,68
yzan5p.j1cv839yx.5ecj7.com,TXT,242
.info,NS,235
purfv83.yf2ib1b1.skxc.co,MX,148
jieribkfq3.org,NS,93
i8xj72z.15qprect.biz,NS,86
jtl3.info,AAAA,182
6tz1d71uw.xg63o.io,TXT,86
g6dyzq2.rbih.org,A,53
qun8.fsc13mk.c34.io,AAAA,48
.biz,NS,54
2b46m1juw.biz,NS,125
9shqzu.36jf.urwwgxqd8.net,AAAA,145
.org,A,131
.info,MX,165
vkj1ty0.bu3oi.slej.com,NS,80
dhetuo4.co,TXT,72
4sj.chwsc.9mw.com,NS,169
.biz,A,31
jnl.info,NS,109
.co,TXT,227
h1php2ga2.io,TXT,131
.com,AAAA,90
316u.jxffyvb8.qbhf.info,A,238
7xyr5vs6.ubs37enbyq.co,A,147
.io,AAAA,84
gnlesrfisq.org,TXT,223
.co,NS,228
.io,MX,92
.io,AAAA,210
.co,A,73
v8wrfi.biz,CNAME,181
ycahmv.ev5yhs4kq.org,TXT,181
fr3anmz9.mu040.xyz,AAAA,57
kll.org,MX,241
.net,TXT,173
wzsq2z51x.net,MX,47
rf0tvsn6n.rehyqttmn.co,A,167
.xyz,CNAME,85
ngj7i72a5.xyz,AAAA,192
.io,A,31
35k6i.com,MX,82
9fwnvel.a43wggzp.7cmcp.xyz,AAAA,60
66ca1ez.ftt8yv8ux.net,NS,180
jw9fotvvju.d9ydq492fr.3lc.info,NS,236
.xyz,MX,110
.info,TXT,218
.net,AAAA,105
.net,CNAME,71
gzmyh0.org,AAAA,164
bsvrr.biz,MX,181
wbyx81.io,A,57
v3q5.yakqbv.io,AAAA,100
8snhyqnd7.257arvq19.info,NS,233
l1su.net,AAAA,112
rt9.nocj7.io,A,143
8ur.1l13iy0xls.biz,A,211
3w0nwyhf1.gfm48342.co,NS,87
.org,MX,221
bfhmoaw.qfc7m1mjd.ah461xj.net,MX,160
ygjo.y008xjh2zd.co,CNAME,46
7r8p68g0sx.info,TXT,142
2oio.2o0qakod.net,NS,62
z3vbhtt9.3h20x3.dxqq.co,NS,193
.org,TXT,162
.org,MX,215
q5cdj5q.pmzuduseg.oiootw0.info,MX,197
7n78yrv.org,MX,30
97scka.eznnov.r0bvam.com,NS,72
lcen.49wij.5ljmvtucj.org,AAAA,48
ha794wfh.com,MX,189
47nkphh.6dtoz0.co,A,207
4emvofnv.hv9c2c.4ftwzp0ax.com,AAAA,149
gpdvoj6hxr.n59inh987.acfij.net,A,248
b33.p4a2ecxjsa.biz,MX,67
u6ze1d.net,MX,91
vzv.xyz,TXT,179
vdrebvh.ol33.com,CNAME,213
.xyz,MX,117
akv8.3s2r.tuaa0yx54.xyz,CNAME,120
k00g.i0ea7eas.xyz,CNAME,53
.net,TXT,238
.info,NS,53
10oepa3zgv.358p46crd.hj1empmvs.com,MX,248
s0d82rn3k.info,AAAA,138
.com,A,120
zosq.k9c.uxlcy.co,AAAA,159
zezd5.xyz,CNAME,194
936tic725l.5uyrtex0n.4hbmtw.biz,A,115
qwhlh3n.90n3xhcy.j5og9xf1js.net,MX,139
sklk0x1594.xyz,CNAME,49
1x0hiex6r.info,MX,82
cb966em.info,AAAA,90
.info,NS,32
h6k.6pmy00bh.mm8jwpfkv7.xyz,TXT,250
btcqhw0xhv.co,CNAME,189
f1l.7hn2jbv.io,TXT,109
siy.gxemgx3.uy9brncil3.info,TXT,64
rvoz.pr8aks7f.info,TXT,228
brqp53an.k7fvrl27a.com,NS,166
zmwgrl.io,AAAA,206
nn5mbyi3i.nqjnhzi.com,TXT,230
5twteeic87.biz,MX,85
8yidjcd.info,MX,114
60q.a3q4gf560.net,AAAA,113
j3qz22cg.org,MX,225
5tlvblje2j.v96.net,TXT,192
v4miyvj.hr71.10a.co,CNAME,75
i27z2xk4.net,TXT,80
vk0k6nttj.gt6u39r.042im22cl.com,TXT,85
qc5.diup3syp.1tt.org,CNAME,205
640gch.net,TXT,71
srrtecvy.com,TXT,48
.info,NS,209
5pve9jhzot.5q668kl.org,CNAME,146
p0g854qa.co,AAAA,179
ld9hmozl.kgksh1.ef1lng8.io,CNAME,164
.xyz,A,68
u4yxlkv.dkixcj55.x8ei0sb.xyz,NS,103
.org,AAAA,148
jblmhiclo.25tgsig.info,AAAA,131
j2d1pattux.ap01v2he.co,TXT,122
becwv.6j7vb.io,TXT,240
.co,CNAME,38
.biz,A,147
a5wt826ws.1144k8h.xyz,MX,147
pyu40.xyz,NS,244
.xyz,MX,78
.co,TXT,199
5ea4a.locs.info,AAAA,210
305g59kra.139.org,A,63
b9ecs.co,A,114
t5of01.4itu4k9.dpw.io,MX,136
w89ewq.duljnpcgz.net,A,198
.com,MX,52
.biz,A,58
.info,TXT,183
.net,NS,160
.io,MX,144
hau8b.gvr5k.3mltxhgo.info,NS,188
gkahk.clei.h1g.org,A,39
q56gp.yikm89g.fvqn.io,NS,86
qgbm.com,A,143
oxg913.hthszy4.htpppy.io,AAAA,55
ali1smospg.info,MX,148
f2vxgos6s.ntrl6.9l2zm80q.com,AAAA,226
.biz,TXT,114
bdexzbi7.com,A,192
.co,TXT,129
k2w0p6228x.org,NS,141
.xyz,NS,66
.biz,CNAME,241
.info,AAAA,101
.co,CNAME,142
bav4twnt4e.f17.org,A,175
1rw0ou.fowha0j.ot3yfmfe0.io,A,57
r71c6l.1t9s61r62.rxtbh95c4.biz,CNAME,209
.com,TXT,227
11yxihliu.y31jflya3.jni6.info,AAAA,153
gvkso.xh6r.jwbcq56g9x.co,CNAME,245
ctw7b.lhlqg.ec1922e.co,TXT,245
2clpll.xgj2835xy1.idag.net,TXT,57
t5mwtrn2.com,NS,46
n80xixo5.io,MX,107
.info,NS,65
.co,MX,103
egqfnphs.uwkc.io,A,224
.xyz,A,221
vf8x.org,CNAME,114
k5dsphl.0xvdz.ezjr.io,MX,158
l1e.io,CNAME,59
178588.com,TXT,242
m13t73ns3e.23m73pf.co,NS,92
69ndhddbv9.com,NS,157
b0ac9i01de.3bn36xi.net,A,45
.io,TXT,113
.xyz,A,37
.com,A,122
5o7dkjwvqv.xyz,MX,188
qth7d817.org,CNAME,51
0rrok0g.0234uc.b6sf9uqe.xyz,TXT,63
p75.kwqmcmo6a6.2ux0ussr1.com,CNAME,140
.net,CNAME,42
wrx.bzbl9sk8.x5wqohc.net,TXT,55
xjz.hgr5k687.ijyv7lvyr8.biz,TXT,202
n1d.co,A,107
jyzvx5wme.or5.biz,TXT,174
nh9nuiou.com,CNAME,172
bmne.io,AAAA,225
lain60.io,CNAME,205
.info,A,206
z7tpeo6k02.net,AAAA,100
.io,MX,205
9wd81.io,AAAA,109
krfz52.92supuokx2.xyz,A,72
4yjq66ju80.net,NS,148
.xyz,CNAME,114
g77rf.io,TXT,32
epktezxn.od4ce4.org,A,95
jsua.org,A,231
0epli21.sd77wpk.20j.biz,AAAA,169
uxumk.io,CNAME,220
8980y22bi.bpvrj2jxg.io,CNAME,154
zlmf.2ua97j.org,A,162
zrook7.m794.cvxslvl.xyz,A,224
byw1k7.org,TXT,156
yetpsyya.6oaer68.pgi.biz,AAAA,61
bvy7aip.org,MX,152
n9g5n2yz.upw0olf8y3.m2ak5dy.xyz,A,214
fdk.com,MX,77
unz4mch.3p68s9ia.skz.org,AAAA,208
j8471wlbl9.ci04jsbp.4q4.com,TXT,111
fshqfthzen.trn6i.rd4.org,A,36
g4s91i2q6.net,NS,52
mi2v.biz,MX,186
6h1bzsg6.6f8u.co,TXT,214
.co,TXT,160
.co,AAAA,142
06uvsdfh.phss9pwic.8w0jfc6dt.biz,AAAA,226
qbsbtjzu2j.3i9nid.qu98.biz,AAAA,46
i1ll1.jf9xk5vpc.co,NS,129
sdnprghh4w.9yf.vl4jg78328.info,NS,143
.info,AAAA,190
yrtvvt.4zomp1s.com,CNAME,113
ayurdb05.net,NS,131
wjoe44dly.ftgkslwbg0.org,NS,217
k0w6npv.org,AAAA,226
.biz,CNAME,201
j34etm.info,MX,42
ys6z.jhjr4205in.io,AAAA,224
6pp73li.k2dpg3bxwk.biz,CNAME,101
uu8.ykzq.kzvef.org,MX,114
1vizaf.gppfsuta.biz,A,244
.co,CNAME,98
b7qu31.com,CNAME,134
kwwsu6rw.hl8svl8cbb.net,AAAA,124
.net,CNAME,192
u8igtpok.2z5a7.xyz,MX,37
ge61.z5b.com,TXT,95
l4eql.0e3a7s.info,MX,231
eazib8m.m0m.info,TXT,77
ghlc.io,NS,158
.net,TXT,31
mpdcowgl.biz,MX,124
.co,A,31
dmy56juq.com,A,232
a4t.g0fk.wmxsdbmkzd.net,TXT,80
h7s.yfia.n7opshiw.com,TXT,155
bo23pwog.io,AAAA,73
6cq22w69e2.jzcao.biz,CNAME,80
gmc3wamkmg.m9u.com,AAAA,241
.biz,A,123
2iv6kxym.e3q2.twa9vl.xyz,TXT,130
djoz53zw.io,TXT,217
.net,MX,92
.com,A,91
b1g9nxmkz.0spu.2bbr9lz.co,NS,57
xcwzp78pr.net,MX,229
.net,TXT,184
.net,A,238
vt7.vnocgb.biz,A,146
mu6vzk.io,A,231
x9mok9j.io,CNAME,101
.info,CNAME,148
i7ptk5wv.8z8.ireppc3qh.xyz,CNAME,126
.info,AAAA,38
.io,AAAA,171
tptde76y.1j1vn6.83cfi1vy8.org,TXT,139
q1bf2rzudl.7vtg.pouuts.biz,TXT,225
cx5.i9z.com,A,217
t2a.ehq3cvp9z.io,NS,227
6d0.1o14f6i17.uvx8tim.org,CNAME,233
tni.sgsbeafl8g.co,CNAME,210
.xyz,NS,201
soc3p.hl5n7.v8mrty3kxo.xyz,CNAME,203
.net,AAAA,175
.net,AAAA,172
.co,TXT,179
.co,AAAA,93
4slf4.org,MX,65
gjifc.224r1.biz,NS,70
4zo6aap.f7lfo.org,MX,77
vos4ta9n5.com,CNAME,178
.info,TXT,231
m1ua9vjx.3ybfb2.twj1he.net,MX,169
.co,NS,86
4yhoa.info,NS,179
.info,TXT,220
.com,TXT,127
0gnolv66.de6.org,TXT,39
wigjnf0n4.21yafc0b.biz,MX,48
oux07wjqo.zz1lcv.w5bwlk.biz,NS,205
.net,NS,109
y9x.z2v.info,AAAA,213
08n.2l6xx.hlith.biz,CNAME,83
4xy5cyk.dxebger.co,A,160
gin.org,A,66
sa7qw47j.7z8s.wbpyx.io,AAAA,55
.xyz,AAAA,148
ynutn3pks.decs.io,AAAA,123
sjm5y.7lan0qry.org,MX,185
.xyz,CNAME,44
.com,A,248
.biz,A,225
277bo.com,CNAME,43
yzzex6bpzg.biz,MX,34
r6vxnry.22xwk6nm.co,NS,68
kq7r4zx0w.i6pyn.com,NS,82
.xyz,MX,197
0k2lj1.j7e62.8qly6bfdh.info,AAAA,69
9m0nvdhs.info,NS,31
af5hjgm5.02n.net,A,137
q8g907.d2dvbkt.xyz,CNAME,47
.biz,A,157
iftp.org,A,54
up9wdk3bn4.3276.io,CNAME,138
.io,MX,160
bbsgc5mt.kp3eiu9p41.info,NS,231
.xyz,CNAME,201
.io,MX,244
pi1cw.info,CNAME,51
9w7r.btrzz.ppb.biz,CNAME,49
6zxv18.gee.kfgl3hmuu.co,TXT,232
3kj2rb5arj.egcxnsers.xyz,NS,183
.com,CNAME,66
lpko.co,NS,133
2jd.zpzldlphj.cmha.co,NS,52
smvcla.co,AAAA,144
ejy0348s.biz,CNAME,159
rdprq9.co,AAAA,188
zkyja4llmc.biz,TXT,210
t9azq.erpiecv.xyz,CNAME,141
c820p.sctb.co,MX,142
do81r47wj.qhmiuyemd.com,MX,125
b39g.io,TXT,136
h3ynwt.6cgh6065sk.org,CNAME,185
al7.net,A,51
0n39bl.ddi.dx7h0c287.com,NS,44
wjavecd.2z6slps3zy.uww0.com,CNAME,78
lze.com,NS,199
k4hvvhhp0.gnba9a8.com,AAAA,186
.biz,CNAME,140
satfhqtv.x5f1.biz,AAAA,116
.io,MX,34
5ea.ec40.n6qmls4h.co,A,97
.io,MX,124
.xyz,A,77
.net,NS,157
2nkvnb1ht9.info,CNAME,126
cnhk9t6f.ilibg.xyz,NS,211
jb14.zl1.net,NS,166
3609p.qil3huvp0d.8yalfujaee.net,TXT,94
pqxt.io,A,140
wz88u.v7voaj.10qgt9orc.net,CNAME,185
zwde.34gpy.6z6d6w5.com,CNAME,95
wro60.x03nj.net,MX,239
gc3u.hv9ff.com,A,189
wampry5g.czi1.6cgs0vtnin.xyz,NS,97
.com,CNAME,145
.co,MX,202
.io,MX,214
6y3hh01.lu1y.co,AAAA,44
.org,AAAA,57
iudb6atku.y74up74.info,A,90
z3f9dy7d3.5rqxk.org,TXT,155
33u8iu.v0bjggfr1.co,AAAA,86
9bevb62r4.ohdq.org,MX,51
7seucjqt.fhkuua.net,AAAA,164
68d2egatc0.t78.net,TXT,245
0dncoliof6.ewifjbd.hr1.org,NS,169
u5jh6d5rp6.xyz,TXT,42
oce0.yl3zg.com,NS,66
vs7rm.net,AAAA,76
lc2fu78n.drgiz9.ns15twvl.io,CNAME,53
wgjkauq.3p67iy1a0g.bzzb.io,NS,249
dg8.38e7xc7a.k4xh8zii78.net,NS,190
3mp4cmu4.info,AAAA,85
.biz,MX,99
1uj.xyz,A,87
qt5p.4ho4677.info,CNAME,215
1surfw46x7.go2yxri1y.cwpa442m.info,MX,223
ngx8octgax.biz,CNAME,173
2k832fpm.rdccbd.info,AAAA,232
qksdvihbrb.u7bow1.2ea2kwy1hi.info,TXT,34
m5rz.1vkdgckd.biz,MX,168
.io,CNAME,191
.net,TXT,78
h3egkffg8.tjw5z1p.kpkqi.net,MX,38
ntuqg.vifkj.fakca.biz,A,229
19ppg1t.co,NS,117
s9q.4qlq2sx8.7wl3t.biz,NS,67
.biz,MX,176
.xyz,AAAA,30
psfyvx1v.a3j5z7.net,A,211
57bprlw.2vjscmxey.co,A,97
xyg61ek.qra5.9dwusk18n.info,NS,97
n2t.co,CNAME,192
e47ii8gmcs.com,AAAA,201
u2pxh.5vw8.co,AAAA,228
.io,A,223
t9gwrdx.ksscv.net,CNAME,152
.info,MX,48
htrh.d9c.info,NS,108
.info,CNAME,116
2g9u6.9my.2so94ym.xyz,CNAME,89
rujwgbc5ds.io,TXT,154
.info,A,81
ub6brm08.wgd37.9l9ajd.co,A,135
.xyz,TXT,50
q3lomh.47uw6bj.twlkak.co,TXT,221
ec3hzo.op0cw.xyz,A,102
74db.nd8je.z651pux6pa.org,TXT,50
axclht0.info,AAAA,63
4kiyz1qft.net,A,115
uh4es6.info,CNAME,123
w3omfcyz6.fr3spn8.exggcc.com,CNAME,238
xa3bb5t.4zmccbafz.com,CNAME,32
ilmd5b9.1msozhoz.org,A,195
.org,CNAME,59
70y.48v1vmrqhi.w9078knn.co,A,223
.co,MX,106
j0k69rcos.z0era5s3.com,MX,111
jv7xvak5.io,A,202
gqurn.info,TXT,230
9k0h.y8bd6x9.org,TXT,149
z222o.xyz,TXT,87
r0a.7agt0xnvyv.io,TXT,189
rm7h75.esz.info,MX,83
obb9crvu.mc7gw3g.info,TXT,109
me2pys8lg8.6rpcecj38.8mrpee.io,A,132
rkcv.9aj.e2vg1z1f.biz,CNAME,74
kovsi8.biz,MX,35
ypri.9p75a.co,TXT,245
.org,MX,45
aiem.1grn6.info,A,203
.xyz,NS,45
.com,AAAA,206
hkodx8zjn8.co,A,215
uu0jtcv.9kfb6.co,TXT,67
njajln.xyz,NS,89
z8267ww.io,MX,81
.net,CNAME,89
6h2d3.net,A,231
.net,TXT,103
4nxswg2ne.io,A,102
704g7jdl.tecwx5tc6p.d504.io,AAAA,196
smufn0o.7aof.3pi41l9p.co,TXT,169
.info,MX,48
6k62.7ezsu4a.68y.info,AAAA,210
360kznlp.59wxqvz0.5ua.info,TXT,91
6em8og.4q1f4p.xyz,TXT,138
2my.com,MX,240
gddv2aad4i.dmp0n51gw.hvtk.net,AAAA,181
qdytyce.io,TXT,37
tsufa8j.nd0.co,A,150
.com,NS,147
8i03ymm.dhvuk5.stot2snsy7.xyz,CNAME,116
cxhbk5z6x.a0ih.zfr19.net,NS,214
kpnsj8.xyz,AAAA,240
i8wsxf5tb.kby.3oaids.net,A,47
5fnc1jewf.h46t.io,AAAA,31
ok3.bd7x.cfzmp0i.org,A,217
d7gsgux.co,AAAA,49
16eaug.kpl.cxtob1xir.org,MX,36
.org,TXT,38
91e74r.xyz,NS,45
.co,TXT,96
uidx8yj.xi5o1tp.xcjm.info,TXT,43
r3rxuej4zx.net,CNAME,152
qu7umxk.co,A,169
.com,AAAA,239
.xyz,A,69
4x9jv.co,MX,194
5v9f88.wjo.co,CNAME,101
377q1g76.gi89y9b.kaz.biz,TXT,184
kfv.io,AAAA,164
21v.bk9ph5wc.r3l31b2mp.co,NS,46
v64dr.org,CNAME,84
.net,NS,186
ptam39uo.0eja.mffjp.biz,NS,123
.net,A,102
7v8g.46id.lwas06d8od.xyz,NS,229
.info,AAAA,242
.io,TXT,146
qol.eds.org,A,79
tgc3pm6.nw8g.qy7vv8m.com,TXT,51
.com,CNAME,242
m2xk61mymt.m4opokrjs.tz6.com,AAAA,140
.info,NS,129
oqf150p1.1r7.5wajbj7t6.net,AAAA,207
.co,A,34
.com,TXT,204
gcm.5k7kn7409z.gj73n1dw.org,CNAME,91
.io,NS,155
.io,MX,198
50gr.9nphq.g1osn.xyz,CNAME,198
22he7.oao.bmc.io,MX,184
.com,AAAA,118
.net,NS,37
.com,CNAME,210
dd9byz.0nxmrv8.kec.co,MX,57
.net,NS,167
yuwfex.ekg5xvrp40.org,NS,46
.net,NS,157
84q.ellaizwlht.dd0x.biz,CNAME,48
qmwg7vj.pe49eli9.orp75wk.co,TXT,47
rb6nn.u2i.z1cq0zkzog.xyz,CNAME,227
.info,NS,159
.net,NS,177
.net,AAAA,204
k0t4k56kcn.jlvfesih3a.77p7.info,A,219
cbmcr.35p6ywx2ht.y4k2.net,A,121
f2w.9llzmxk.com,CNAME,157
x9w.u0v6ks.79km.co,MX,119
.org,AAAA,246
f8rg29pj.xyz,NS,61
mn16k.yxuv5i.blu5.com,A,229
.io,A,62
50t.id777uoi.io,CNAME,233
.org,CNAME,155
xdub.m3y46c23p.io,CNAME,83
.biz,A,203
c0rn9e.wf07hjp3.net,AAAA,205
gpi7.av6d00i.1kmggtxm2w.info,CNAME,239
dx2ur.xyz,AAAA,193
7nwnjhv78.djir.info,MX,244
efjgh1xq.gqk0miykp.org,CNAME,103
tqgypuq.xnuqy3y6.io,A,58
.info,CNAME,122
suodg9k8q.kix.dbwlqrctn.xyz,CNAME,88
ev0dzy.eg0d.ibg53z2b.io,CNAME,230
ifo8.info,TXT,45
.co,NS,138
zdc0v0ykh.info,TXT,135
g2saz8t0v4.net,AAAA,173
.co,A,149
.info,TXT,236
9sol.ljzt55.xyz,TXT,199
.xyz,A,241
ubkk.9kx3n1qv5.io,MX,118
6ov.1fcu6vmf.mnvj09hsj4.org,CNAME,149
47mi402nk.1qvv0kr3ad.eoqrt69.io,CNAME,101
63whr1asj4.y15765sx.pmvh.biz,NS,104
ifs7p9.zgfgmx5su.xyz,NS,136
149c78ibp.56p7qeb.hgd.com,A,39
faiz5didf.8ye1cspnl.4pdvno.com,CNAME,240
.org,CNAME,95
83jhys.net,A,111
.xyz,CNAME,143
.co,TXT,74
.co,MX,128
6igh.net,MX,217
4z8m.org,A,228
1xnx9wl80x.asrap.net,NS,250
n9f.qu52k6kg.25ydnavt.net,MX,123
q2kkf0j.47ys5sykzf.info,A,88
.io,AAAA,102
7w97enh.dg7vjiv3n.5akvar3.biz,TXT,113
.net,TXT,154
.org,CNAME,124
.net,AAAA,59
ctwu9qnz.4uss3aj5.info,A,164
miw8ypc.1l3j53.org,CNAME,156
z5pf2vmh.gjce.dnjd005zr2.org,AAAA,108
eyt.biz,CNAME,32
.info,MX,93
tpvkg.info,MX,162
rr9fwd4.info,NS,129
87dh4enn.net,AAAA,142
.biz,A,224
.info,A,191
i5kugvi.lyf4hfei93.org,AAAA,240
vfx1qyk.xfr.4qdc.io,MX,208
4fflsyii3.bfzuuiy.el4dstifu.net,A,42
ddytb4.vii08p17i8.net,TXT,103
pm9992.mdf.foipvo.co,TXT,179
w4r0.biz,NS,210
pz7.com,MX,232
4vk9.z2r.biz,A,182
jp4.u4cc6592s.vobt0vk.info,MX,198
e158l.z24tlqwag.info,A,211
ifxul6w.wac.lcft1et.biz,AAAA,147
.co,CNAME,206
dzs0g9tt68.m8e.io,NS,239
5knkdzki4i.0rpty5xh7.info,MX,98
hccm.net,NS,219
93fpkc.ni7161bc.tsqwg95us.org,A,250
.org,TXT,123
z0sr5kp.1tdi9mgj.xyz,MX,43
1cv.io,TXT,126
c6ftz.l1zwu.mv3bp8lpn.info,NS,230
fn3xvtfnd.vm3bgcri5.pz5h9z3s0.org,MX,178
i5g3.bwk4hdf.b55n91i.co,CNAME,148
b693xkeph.udh9f0e.net,A,246
.com,MX,152
l429r6.i5lf05ekw.wjddz.io,CNAME,107
rjawhen.kr466i.org,NS,208
govdz4hx.net,MX,152
.com,AAAA,197
om8pf5.3fcs2.sbn4za9own.xyz,A,220
17q7c.org,A,219
0g21ia.u599d7zx5v.com,A,39
0g7fxs9alt.ensd4le.net,AAAA,90
9tb.v5ha7dta.xyz,AAAA,60
01205f.zy59znmgsz.xyz,CNAME,122
ebss47.0m2f9b327.2sg.co,MX,142
sib.39p.net,CNAME,53
.io,TXT,145
cd609ftsoe.co,NS,60
1kdszo.av8i58t.co,TXT,211
afz9rbe.net,MX,119
cvvepqt.zc7njm1s.w3ebatmv.io,TXT,150
9ec297y6.biz,TXT,159
.net,MX,192
gd6w.f94.ji162.io,NS,234
.com,CNAME,58
.com,MX,164
5cfb0ev.7kxfjgn21.r263.org,TXT,157
qzyilt.io,NS,138
tc6lgednph.org,NS,198
5f3.zy3nvea.f35698c3ev.org,CNAME,246
.xyz,NS,45
ve8o9kmb.k4zvm4y.5cofni2fg.biz,MX,89
1s2wb8h4q.2mbpp2tli.info,AAAA,83
zlaay47b6.01l.co,TXT,230
zfoon.net,CNAME,62
.net,CNAME,106
mv287.info,A,160
clhq1r.uj7.630zlfydx6.org,TXT,174
.info,A,124
abc.coid.qlx24zysuo.biz,CNAME,143
2xadjdq8xv.z3sa3.owfs5.biz,TXT,224
r9rv.org,TXT,122
prpfd7j.ooe9d.info,TXT,193
.org,CNAME,183
68ios071.6hnkbx.ro061.xyz,MX,155
.io,TXT,179
q999.biz,A,116
782k9i.net,AAAA,202
uva9.bhi2n4cae.info,AAAA,107
.biz,MX,149
1f1aqdkuy.w7d2qdn.xyz,NS,35
.info,NS,157
gq5g1ykmbh.io,TXT,111
xh4r8.bj9olkdpg.p4ygcnouv.xyz,A,115
d3xopc.39xh.k89.io,AAAA,220
d74tdy.net,AAAA,110
xmf2vff0k.r6ovv.fvk5.biz,MX,222
mra5v9z.om0.io,TXT,119
.xyz,TXT,75
2dq19cn3.xyz,TXT,134
.net,CNAME,81
x44l.8tmcv.xyz,CNAME,227
hrzr.jzm73e.co,CNAME,240
l5u4z1.z5lsega.tm9s.xyz,NS,200
.io,CNAME,154
49x.lxae.h2nhsxe.xyz,TXT,149
w5ru9xeg.35g9hj.com,TXT,197
.xyz,MX,212
.info,AAAA,81
vfdze.com,MX,189
.org,MX,74
i2vfrfs.96jsi.bi8e.net,TXT,124
503lkfno4.4hcb1pfarp.jhwb64m00.co,A,100
yori5y.u2rik3qc.org,TXT,223
zh6ip.io,CNAME,74
pl019i.net,TXT,46
dd48rw.6b5jixtiu.info,AAAA,123
.io,TXT,77
ikr.crqen7.p8f0i.xyz,NS,164
gb2bw18t.3ztye.xyz,TXT,210
xahq3wtnz.xyz,CNAME,45
lnq1vbksof.xyz,MX,226
bzu5r320.org,A,87
1ioi4v.2c4swgl2w.5yos4uhyls.io,A,79
u3cy7u.com,AAAA,123
.info,AAAA,173
.net,MX,135
21wqbb.d2o.info,MX,162
xa86m9.xyz,CNAME,67
1glq3oc6wm.jp36.7gkdd.net,MX,155
78r83c.9pskn.info,A,180
1jyqoxu.co,A,199
.xyz,CNAME,199
.com,A,235
rji7nl.tgtb3aff1t.biz,TXT,63
wt9.mda.ryte7h.io,TXT,167
dpfu4l.info,AAAA,46
.xyz,NS,170
wwzybh2mc0.org,CNAME,232
olrv8ud.y37bad.yuv0blauk.org,MX,67
q2dl8.xyz,NS,31
.biz,A,174
d6s2w43.cxlu8wbnl.io,CNAME,178
.xyz,CNAME,191
2ao5.c878dfp7.udu61w.biz,TXT,142
r5kvgn.qij8j16pp.io,MX,115
.net,AAAA,143
v5e5.e3rn3i2c.io,AAAA,169
4ttrwj6.com,TXT,144
3h8hbl7s.bn9eq6j6ko.net,NS,236
bn3tfxl3.4n6tw.rblk.info,AAAA,143
zudkgc.info,A,92
82h6ssuov5.xyz,NS,55
2zjhl9w.com,CNAME,34
oubtct.io,NS,132
70ymgxf.tg2ybc74gp.biz,TXT,144
bu37ncdq.26tbgbw3d.xyz,MX,38
.info,TXT,101
.org,MX,137
.xyz,TXT,92
7zw3ipw5z.cc6vfex4hq.jpid6wch5.net,MX,68
8vkh72.io,NS,209
xmhh.knty7dcjhc.hle0.org,NS,70
.co,A,147
2uwppo83.org,A,232
hvl.b1mh9ti2mq.ed3vu28z0s.com,CNAME,209
ulh5.ved.3so0w2nckw.co,TXT,30
.biz,CNAME,116
exwf8j.m9wd.io,A,233
nbp73xcc0.wn5dvxcln.org,TXT,241
mw7ig.dg7fi2h9.info,AAAA,146
7vpillcfzy.i200r7.io,A,171
.biz,AAAA,93
2ga.ukeuwf54uh.eyu1oct.xyz,A,90
ho1ec0i.6t51s35.info,NS,76
.biz,AAAA,44
a1y0w5.net,A,186
a7zn7x1o.imht0x81.biz,A,179
m7kvzatb.1rsotgtb7.co,AAAA,207
yisv7yj.oftbbuc.com,A,209
jbbt2w.io,MX,99
ph2.com,CNAME,154
z7kx.ykd.org,CNAME,197
zhpuqyls.c3j.fcna2g6l.info,AAAA,213
