domain,query_type,query_size
7we5.7tx9.hybeda.c0kkxf3.xyz,A,62
harris.com,A,62
HJX92t2lTB.7gyawRtmGn.xStxDk.exfil.io,CNAME,104
h29cGOUiAR.6sC4UkgSH8.2z9F5dV9aX.ffIRI.exfil.io,AAAA,73
parker.org,AAAA,223
D0we7NEiIn.LBypwIfc6P.F4mauMorLo.Dy.data.org,MX,97
h0a.41essg2.7qegmq.2nshz4d.xyz,MX,175
avery.com,MX,124
murphy.com,AAAA,62
Y3BAwDpcfQ.Cvv5ZptJs5.eGcEPWbmlw.laI.exfil.io,NS,106
6GDGyWNKc2.RAClDCIapx.cpgBM4CVqh.data.org,MX,235
nzxDjohF4K.2eA8RQazjQ.YXELJ.data.org,CNAME,139
zma9yb5.ypzzkb.info,AAAA,247
n6z8l.il5co6.8369z.biz,A,191
barnett.com,MX,85
q1bF6o0Bod.1PNhSkV92J.bVRP3ECRMV.AeDo8H.data.org,AAAA,186
garcia-herrera.info,NS,107
oyazmkc.5s4q.ba8w.nc588.info,AAAA,142
9dd.a7ovwd9.t7zmd52.xyz,AAAA,202
skhxjji.8l5ljl.p418t98g.6ow39i.biz,A,119
doDL4oprqZ.u1cNWK7KE8.XSOV.exfil.io,TXT,157
do37al1s.tno0ou.biz,A,191
murphy-graham.com,AAAA,31
H9i9TrmulD.jfYKVetktv.Y7qGQUx7bj.61f.data.org,NS,162
mcfarland.org,MX,37
zycsjxk2.g8fw.xyz,NS,195
b2q.bukc.8ml.online,TXT,150
tQs4nLMtwg.7pkJDpp9CY.O3gDGwEZ.data.org,MX,173
p72zd.oimt.0ryx.biz,A,221
moreno-gonzalez.com,NS,148
g1s.rydrcd.8k074ei.xyz,NS,201
96iu0ti.v7bk5h6n.xyz,NS,182
5a92o.1wu.83y6zv.5jtps7h.biz,TXT,85
qBuEudEfzq.fevnQgcHzV.bpfH67GBFo.d.exfil.io,NS,55
hart.com,CNAME,147
8hpg4r.7kl.info,MX,49
frank.info,A,152
e5fm62bYRk.jI3ZrMcqkB.fkfRMPhhYb.zKvyI8klZq.data.org,TXT,216
jmpn.o5n.fc8.1eqmf.info,CNAME,58
4yt7hft.hfwy4.jgyje.biz,MX,208
sharp.biz,TXT,60
sXDf6BKeav.aOhHr38BKg.vTelJEgQU2.nTXS8.data.org,A,172
3yat2g.sg07.39wo.uju5.info,TXT,187
lcs92oqr.4p0b.online,MX,223
QoEAPePlRu.mQ8QEn4HwG.9.tunnel.com,NS,217
p2A22wBYBV.zAgO06OXGZ.TKOCsnXCFK.fX1o.data.org,AAAA,109
terry.org,A,101
1xs40sd.rnin3x.info,NS,207
SDc7Ytzty3.qdv4C9sIQh.4ImgbK1JX4.rY.tunnel.com,CNAME,148
richardson.net,MX,176
xfna6.bcznvb.56nqmjy.oscb.biz,MX,88
dixon.net,CNAME,46
wYocaSdh82.S5ZlR84oIE.wUF6J944sP.5ffoKvrX.tunnel.com,CNAME,35
mqk.ogq.l8x1.online,TXT,184
stone.com,MX,89
6WyqoqGrdL.MlibGkjL0k.l.data.org,AAAA,157
dh1laj.c7f.djt.biz,CNAME,155
liu.info,A,78
lee.com,AAAA,96
perez-patel.com,MX,126
parker.com,A,68
jones-anderson.com,AAAA,155
simpson-crawford.com,CNAME,82
knight-jones.com,A,238
SA9D47XG3r.AUiSKljJEx.VGS5i6E2SX.XL71O8K.exfil.io,MX,104
mckinney-rivera.info,NS,66
gutierrez-downs.com,NS,86
wuldj.lhvx.ogp4jd.icb4clb.biz,CNAME,134
brewer.com,TXT,66
ft5.m46i.5csslqt.kco3qdj.info,CNAME,104
l9xp6o7.tee.info,MX,47
gomez-johnson.com,AAAA,215
gray.net,TXT,99
johnson.org,NS,39
xobd.vnpyn4z.info,AAAA,87
richardson.com,TXT,94
XPDtMFtr8Q.6HY9C3EsKP.dvjweEGScE.RwhoOwdwf.tunnel.com,CNAME,113
white-acosta.net,AAAA,72
3xGW2yfV36.EOYx4hyl5c.9.data.org,AAAA,125
inGyJTH99O.wg6swvOaWl.62zgtJoVrJ.HzR58zY.tunnel.com,AAAA,113
moore.com,CNAME,149
28gsjBohRr.KzO8bNiNza.KRGv7zQJMl.ZA6RRfMdJ.tunnel.com,AAAA,194
nichols.com,A,173
h1enq.bhm41.7aq.guj.info,A,236
6rx9cf4.cl1sq.079.v4p7tb.info,NS,242
hicks.com,AAAA,64
JUPafYFO8S.iu1JDX1nGh.eFizPewiLD.nX6Q.exfil.io,A,33
armstrong.com,NS,192
hyNyHKwsa6.bXVulxwSed.3NIzuaon.exfil.io,NS,156
ramirez-whitney.net,TXT,65
rose.com,TXT,184
ng52.fkvlyi.xrb29u77.22rie.xyz,AAAA,43
jRJCNTCCq8.qLSxgC7NbL.8TmhxUbzW9.CkRMuPgf.data.org,A,162
castro.com,NS,31
3e253xkt.y1we.z1nyko.online,MX,218
gd0.mulvaxc.xyz,TXT,58
k2kSEs8Qml.3oVtF6PrKK.ARSZ.exfil.io,MX,237
taylor.com,CNAME,35
lut5.wo8o9s1.sztp7.3zse4cw.xyz,CNAME,99
ar32.34lea1.xrf80.xyz,AAAA,111
Tsf13Nx6W3.y8jwz8Y3lV.Rd10FRNW.tunnel.com,CNAME,43
cole.com,AAAA,207
sLWdqfZmQC.nqC5ZdAsEq.6Aub.tunnel.com,A,210
fn6n0uu.t8t.biz,NS,187
cfq.3f6s8u8.9lv216v.xyz,NS,130
martin.com,MX,183
brrg.6pvdgb.xyz,AAAA,61
YqRqccrgBo.EB5UWi7Rnc.wyNUjFh9OI.TGS0b9on.tunnel.com,TXT,117
hernandez.com,AAAA,116
mason.info,CNAME,51
tmng0.0xbcy2m8.xyz,MX,158
mckinney.com,NS,104
kcv1e.6zko3zbw.xyz,A,96
rx565k9x.l7k.0o68i3m9.info,CNAME,35
price.com,CNAME,97
JrLHWu2KFg.VlIHu559ju.y.data.org,TXT,96
f6OhnMzcxO.q67LQsPS75.z63jDkf6f.tunnel.com,NS,204
paul.com,CNAME,91
7vmq.l22qux.6b95xil.yu01n1w.biz,TXT,82
mercado-torres.com,AAAA,143
a5a2f.yt7x96c.06knv.xyz,TXT,51
ynT4aF0oMY.iLzwPGkexZ.yLN4kFnloE.ejYpI.exfil.io,AAAA,194
OEzWhalMB4.HHa7IcbqJ6.eBnFjg0oPX.tQGo.tunnel.com,NS,80
1e8rfa.gdz81l.bevfd76.online,AAAA,147
herrera-taylor.org,MX,145
00e.rgtg.jmsakju.xyz,AAAA,210
3dAuMWhD3r.tIhsuU0pdc.4Kin4r1Epv.d1Pi.tunnel.com,TXT,104
pena.com,A,71
0ilsw9h.31pqgiqe.84s.biz,TXT,107
smith-yang.net,MX,185
VvFQUHzKSz.nk9C2mTJhs.2FO0.tunnel.com,A,211
56BQDRQLa8.rsT1JcKkfd.KFEB.tunnel.com,CNAME,178
m07v.yp0mtf.jm157i.info,NS,82
bmsclg.oya.yf8.3s6i.biz,NS,84
kwp8o.fiw51.online,NS,185
johnson-kidd.com,NS,71
boyd-brooks.com,AAAA,200
5jfaerQIWO.t9zulA9m8v.e.exfil.io,A,195
garcia-steele.com,A,126
garza.net,A,249
W9Oolj2VHE.3CgLg98zuY.GtWlI.tunnel.com,AAAA,141
johnson-johnson.biz,TXT,237
CIDhsQQ0Ae.XYU7xMzPIZ.seS36FmBJo.u5PivMYQ.exfil.io,TXT,204
vrwsiq.1b488.2st3osp.biz,TXT,56
mann.com,NS,164
williams.com,AAAA,181
SfE9ZsOKbA.tP3ICnNDUm.ZASFnU3jD.data.org,AAAA,157
jackson.com,CNAME,172
yirs.lxfj.online,MX,120
ZpSSbuPSkT.cFWpa9mPoi.uw7JX0BnxV.IushWW6w.tunnel.com,NS,208
pajq.pcxmc3.info,AAAA,186
perez-johnson.com,A,216
browning.com,A,33
rivera-mitchell.org,AAAA,32
wood.com,TXT,246
walter-kelly.info,CNAME,248
mueller.com,TXT,151
velez.com,TXT,149
mpe18.7q426kd2.mt9yvh.xyz,AAAA,240
rodriguez.info,NS,63
4n19dd.2goj.8mi.biz,CNAME,230
aiywjg.xlo70ui.yt9.sq2lq21.info,TXT,241
dNVi1Aayo6.cX0NzT4MKY.S1wR0j3UZZ.KWq.exfil.io,TXT,146
FUpsDdx36U.pIXxfgVKrX.u.data.org,AAAA,51
NEn4dRYoVn.0yqr8zLTcO.xuEH1zfKhU.oWqZ.data.org,CNAME,163
williams-lane.com,AAAA,86
thomas.com,AAAA,179
harris.com,TXT,68
Vgg9tslqu7.dYFXqKCRZk.E4JrPQJ.data.org,MX,71
hopkins.com,MX,85
ald.44ax.online,A,119
todd.net,AAAA,199
FYhYZBc8xi.4t0aFLWfm9.t6XsX.data.org,TXT,93
IQJkiwypvY.2uwEb2h1EF.n1zR0beq7k.USG.exfil.io,A,227
frSyKFWti1.DbH8VVFSFg.NqRJhmBKpW.sCWHJXi.data.org,A,132
21koyk0.3tx89xd.e7pqao.xyz,TXT,185
fFqsUgNhoP.A6vuGyb0iN.DvkYDxAlY.exfil.io,A,215
hayes-nguyen.com,CNAME,205
tucker.com,A,77
Spb4aQHUGS.YCmPlXlBg4.VPkvIfmxUb.7.data.org,TXT,64
bowman-case.org,NS,93
a7sl7a.hfy92z.dwr.4oyso.xyz,CNAME,161
QzK1iMUrRN.0mkQTCINZ1.FI5k6vDpS7.LWyQQGhm.data.org,TXT,228
brown.net,NS,78
9X7hKjKKGW.3lhf93wbXT.uLj0xiznOU.QX.exfil.io,MX,161
atkinson.info,TXT,125
06vzgtl.8b5y.9p3.biz,NS,189
goodman-stevenson.info,CNAME,97
cole.biz,MX,92
foley.com,MX,156
8AAalrrEHx.3hyIC1AuT9.d4.tunnel.com,NS,88
1jf1gdj.7hqj.26tzu.online,MX,199
h4sux7ec.2kl.4x6l0d53.zyr.online,MX,83
nielsen.com,AAAA,212
GTq2kuMJWv.AB0iPoXiXl.5N6J.exfil.io,AAAA,249
6t4cccWDHO.qPC9vP7RrD.iExgZ.data.org,MX,49
JlRZ7FpeLI.aB1mn01f3h.data.org,CNAME,244
davis-taylor.com,A,102
garcia-massey.com,AAAA,124
ramirez.com,A,58
lewis-mason.com,AAAA,149
morrison.com,TXT,221
alvarado.org,NS,205
S2oadhx9BC.EBgEwzwBqP.N815w.exfil.io,A,59
e3t314.dv7b.xyz,A,40
i0s1ruki.cgnrfcg.online,CNAME,205
3zX8xgHe0Z.JU2MAHRx3t.fi6RWVDU73.sO0U5Tm1Xq.exfil.io,AAAA,167
deg354.8ua4sx7.po9yni7.online,MX,101
xuz8.0nr6gnm9.1jr9fq26.6opz2czm.biz,TXT,181
n98l.tegkzhih.j8kyy.ksiya8rk.biz,CNAME,69
qvyak5.5ya16s4.info,A,68
maxwell-meyer.net,TXT,147
smith-hicks.com,NS,204
3nf.8dnpdkw.vgd0lt.fwozt0t1.online,NS,230
8J3Sb0VoPb.CzW6iL85Vr.vrg1ZB4D1p.4GSGhQNxzE.tunnel.com,AAAA,41
Cw7iUL2Nai.T7P5trnky3.sYR.exfil.io,AAAA,203
4ffks8xq.6wkf9.fy6v.xbfsxhy.online,TXT,48
johnson.com,CNAME,48
IOPRM0ufDl.fWFaejSAnp.ENn8Jbq.tunnel.com,NS,170
sutton.net,NS,233
vs48.uanjifq.do3c.online,MX,137
ny27l7p.flyo6syx.biz,MX,246
vRl3RrnAiq.5B3nl0uOWq.r86BV6RpPh.I.tunnel.com,MX,157
U5gx5rc3Ai.bymvmWYLh3.01vcTe.tunnel.com,NS,232
white.com,AAAA,110
nichols.com,TXT,238
L3GnP4yxx8.Lc0rR7wVoB.Zi2oyO5pg9.eCu0S3B.data.org,MX,113
rgbjcwdg.paonnu.biz,TXT,58
8t72wm.cmaqatt.u4jzz78.xyz,CNAME,91
guzman.com,AAAA,132
vve9.e3z75.fjvvgyof.zlijj.xyz,CNAME,99
jackson.com,TXT,38
jhs2r2v4.u2ms40v.online,CNAME,69
srv25c80.nawxyt.e2gfw.online,AAAA,180
obrien-lawrence.info,CNAME,142
eMZSvp9wlu.ZMweR1EgqW.3YurnFCJiN.r.data.org,A,126
18BCwxfe4r.mgzv1EsgVS.YsgQzKoQFT.yWJCbE.data.org,TXT,193
yang-sherman.com,TXT,169
reed.com,A,250
3c5v00k4.o7ptccgc.78xmytjo.online,AAAA,205
FxOrrWDt20.x2SE0dbwQp.sDcFm2PAO.exfil.io,CNAME,165
green.info,NS,83
pitts.com,TXT,247
fgmz.gg1a1t8q.jo75.online,TXT,100
jenkins.com,NS,186
du7zln.lwz.f98rym.xyz,A,162
walker.org,MX,98
williams.com,CNAME,87
a4xBOzLY7y.ewvnN6aFGf.7.exfil.io,CNAME,238
2wtai7.xsz2d.457p7k.3qvpm.info,AAAA,64
cross.info,AAAA,171
JraAGC3iMi.MGyx68RRgY.yz5lIRe0c3.qzZ7od.tunnel.com,CNAME,228
Zjd1ZHRNuA.U8XtXJpExZ.8Elj3l4gT0.n.data.org,MX,175
gallagher-delgado.com,TXT,91
py1oqp.fis5sq.xyz,NS,153
JQWxnAw3Ew.5BlPzfJQWw.XmTzzns1LV.ZgO05da8.tunnel.com,AAAA,177
9jzbunn.x1j.info,NS,32
smith.com,TXT,241
barrett.biz,AAAA,86
nolan-owens.com,NS,90
eFSqBLHPzI.b6Dhpyx8uJ.nvZxu0YOj.data.org,NS,139
white-garrett.net,CNAME,191
sutton.com,MX,154
riqn.onp8l.info,TXT,131
clark-ramos.info,MX,157
QI2N0aJ8Eg.hEieLoE08c.c2dQvgA.exfil.io,AAAA,43
holloway.org,A,38
hawkins.com,A,41
patterson-peck.net,TXT,94
jNkxC3i0Zq.RHd9kuwlwL.RY8KUIFz.tunnel.com,NS,76
hernandez.com,NS,66
hopkins.info,A,163
julb6rr.cal7.hqcki.ejigph0.info,NS,139
3rah.z401.4cawa0.zq0ab.xyz,A,205
whitehead-fisher.biz,A,41
zzvp.mxd.aip.info,MX,104
hKyKHGQ5JJ.evf6plpZUO.I3sB8ydi3h.XdC34Z.exfil.io,NS,191
newman-wilcox.com,NS,113
marquez.com,AAAA,117
mccoy.com,NS,80
cannon-kirby.com,TXT,183
qld.rp8.info,CNAME,209
jP1mSq8Bpb.RncJTbPgkO.ODqFSoVn3S.Sh5a.exfil.io,A,47
hunter.net,TXT,64
gilbert.com,CNAME,103
7ay.729x8fxc.k64h0.u7t3ls.online,AAAA,180
nelson.com,MX,214
4FW3SejoY0.1DUuVDwdtV.wVhH6jBH9S.al18OaIF.exfil.io,TXT,225
9yyh3dcf.uxot.s0c6471.8cmnx.biz,TXT,133
i3xq.983nxae1.m0yf.mmii097.xyz,TXT,217
6QGzdKpjWs.8KqgxKI5w1.TgGHXXidVY.data.org,AAAA,197
nichols.info,CNAME,100
yYyxfCf9CS.6SYM8wtUGE.eapiabe.exfil.io,AAAA,182
wilkins.com,NS,159
ZV2ueFNTMo.cjy9FuNIgZ.CRN4SnQENZ.4j.exfil.io,MX,189
bennett.com,MX,52
sanchez.com,CNAME,63
black-boyd.com,TXT,174
azKdF2CJl8.IRGcivVqgD.Olg5hOWCYT.sOAFO7sgjc.data.org,MX,84
mueller.info,A,45
flci349x.cc0z.xyz,TXT,49
warren.net,NS,115
mendez-ray.com,AAAA,202
taylor-barnes.com,CNAME,100
barton.com,A,112
fNv2UQ3v9q.uQDKbPrfZ3.N13vLa7vaV.5LI10dPuxi.tunnel.com,MX,226
gibson-mack.com,CNAME,147
n0exgt.3ug.3uyzl4z0.9yrn1.online,CNAME,193
owen-thompson.com,A,156
feih.ffqkwg.la30w.7kham.info,A,159
young.com,MX,94
fhi9d.h0wmr.150q3.xyz,A,238
lopez.biz,CNAME,205
kxk.idp2n9dc.1ik8sxs.xyz,A,33
32edrlu2.rw0fs6vd.rf3f14.b0wx.biz,TXT,178
ip2k.xnkt4k.xyz,NS,154
knQBdBIpdv.QAqpAgtFFm.uBoCnwQbR5.AwgADUWRP.exfil.io,MX,213
vfs2at.s2uttnd.who66ym.xyz,NS,247
haf74.rdy15aub.7emb8.8ia0x.online,TXT,177
mclean.info,CNAME,149
SPouvQN5EW.lK2G1wWIec.4Fa8EYDaUt.8mF72t.data.org,MX,147
i1CgTDqvYA.bVp7m0q8lR.tunnel.com,AAAA,169
1h2.wl2cjv.thv.taqgnc.info,TXT,110
BMaX8yCZvj.eCyRd6CfRj.POouwWaxp.exfil.io,TXT,184
huff-rodriguez.org,TXT,149
roberts.biz,MX,225
vargas.com,NS,247
chd5j.9wmmz.info,CNAME,92
8h9v.523c6n.uxgbo8vr.online,A,171
dnrmqh8s.2zjjl4z.kyfren.64cf.xyz,AAAA,221
qbh.wt7eyrb.0xow8q.u9y.xyz,AAAA,105
3gau.vb2c.k9gmto8.info,TXT,206
fuentes-west.com,CNAME,110
knox.info,CNAME,182
gifZVz7lHl.VxJjm6mZu8.CYwdLHZgKp.FVn9uV.tunnel.com,AAAA,100
nGXzDr1bry.E8SSEfyXIt.PL5sdY52Al.eyS.data.org,A,203
t37hiuw3.6j2.g5exb.z3sqz.online,NS,50
s2QJnstQ0V.DUNXx1IRJj.dkEdED62R.data.org,NS,162
mpyr.uni0gt.xyz,MX,137
j9ULHtRnwv.OINJ5y2UoT.DEiUu.tunnel.com,TXT,87
cQiikXuBdn.Z1pjeAQtVM.I9HgVqTR3t.n3gdNzA.exfil.io,TXT,55
white.com,MX,127
8L4eIkvTpl.Kwj5RJDxC1.dXCvRMF.exfil.io,A,102
W7jZTOBFBx.Roi2V1pg0I.ccDKE7TgXW.OCEBIWD.tunnel.com,CNAME,111
ZzKjPMgDuS.dYSlYbqz1i.IZpAXOSE5J.5RAa.exfil.io,CNAME,69
winters-hudson.com,NS,166
00g.zicrefur.xyz,CNAME,113
walter.com,MX,96
sanford.com,AAAA,39
dalton.info,CNAME,52
U6QJWRPjo6.5pszl1Dm33.g.tunnel.com,CNAME,222
9IHHeYEkM8.0xu9Yx6OFx.s9h7YKmvba.KVPiK223nh.data.org,A,61
jSvD4WPP6i.CYS8VUtTuz.oDbv.data.org,A,66
SVZlWYBWjD.VS1ii8hL6M.fN76y0.data.org,CNAME,92
lewis-dalton.biz,TXT,179
wilson-morgan.info,A,212
y1u6dp.6gdb.3ifrxn.i2urxe2m.info,NS,194
0t6dt2v.dinswsl.biz,TXT,188
morrison-cortez.com,MX,95
jzf5.czuf1.biz,AAAA,118
sdzltj.s6ou1e.o4xf8.1jy87.info,MX,75
anthony-caldwell.org,CNAME,169
chen.com,NS,87
Il1TEkZRjH.cFHUqTgF6T.EeTx8Y.tunnel.com,CNAME,63
52t16.yqr94at.1x40z.s6y.xyz,NS,98
dur1atBW0X.yZbhxiFxA9.VyfUfAoN4V.UEN0u.exfil.io,CNAME,238
lewis.com,A,60
giwecoac.4y4.it078dh.xyz,NS,156
brown.biz,TXT,198
3y95uoBdG5.KmsKuAY9J4.F.tunnel.com,AAAA,190
marshall.org,NS,247
hill.com,AAAA,223
xr3ehzRwvH.jv9Qd9YrdS.IdvFnJUN15.exfil.io,NS,35
kepd.3sxx.sx8u5tus.biz,CNAME,132
2uz.8z0.vy2.biz,A,30
colon.info,AAAA,50
mitchell-hogan.com,CNAME,141
njy9ax.q8f61k5.xyz,NS,143
bishop.com,MX,78
h5muGLIMOL.U6HhWr7500.b2cknUKXJS.GUVQUtQSV.data.org,A,232
FjfvP7QCGb.DQ5GiJsSNm.inCCzoKklC.dN.data.org,MX,76
jones-harrison.com,AAAA,100
berg.com,AAAA,207
2wck.3nsoe.v4bw.info,AAAA,56
ijw6agx1.q29udo.info,A,122
gh7nt.gc50ky7.x83w.biz,MX,88
dxz8i.yn9efh.587.xyz,AAAA,240
cook-young.com,CNAME,91
7knPZZI4VD.cfbJ55UHhD.mcB.exfil.io,MX,216
m5ybm0b.bqahldua.ulw6h.wrph.online,TXT,232
j7m1y5.9klyl.0tz.fwjno1xk.info,AAAA,48
p7uo5o.8p4slaro.xyz,CNAME,230
g4ea.auh.online,CNAME,114
mcneil-rowe.com,TXT,177
7ivhxps6t9.eJWBpwMkwR.o2KPM.data.org,AAAA,219
WxFWkgPJmy.VfXnZEFpsy.hl5IHoOf.exfil.io,A,137
NNMu331u9k.cqkEzIZvQq.h5M0iuyvvI.Fn8OL.tunnel.com,CNAME,35
lopez.com,CNAME,218
guYnTHPX5j.UQ1xonSlol.5cLDNyJEdZ.exfil.io,A,133
marshall.biz,A,145
johnson.com,AAAA,198
yang.net,NS,234
bonilla.com,MX,135
9ajyz77.8kh5tu5.c6ffxo3.83zgms.biz,NS,197
0x0.d83m708a.dpv.i6zk4s.biz,A,211
5qfwnq5f.qkcgf6fq.xyz,AAAA,205
IyjhtOGT3v.YhWQ7PKsWS.WZ6Rm.tunnel.com,NS,178
avery.com,MX,164
7t2f7MLwQE.aBTdbZFDCV.LJu.tunnel.com,A,35
FRLFDs5YqQ.Mbst0UzCT5.3fB7w2AmB6.7gm.exfil.io,NS,199
WTVrM7Gdax.DdQ5hpWLJ2.Iu1I.tunnel.com,A,205
yr5.a66cm.biz,NS,129
gibbs.biz,CNAME,45
green.com,NS,48
zrfhmbd1.7bng.vxex8v2.qjyw662.info,NS,111
pilq.nnr.online,NS,205
aet3n.l6cdhz0.online,CNAME,137
8dr.jg6.lqlw.g3ymzjq.biz,NS,113
noble.org,AAAA,168
45I0OqKJar.KigcehWR7k.vCndvr.data.org,CNAME,145
garcia.info,A,49
solis.net,NS,231
a2yxh0y.7xumatkd.s7r4bke3.info,NS,109
VJJfWJXiTy.5E67iPDdcC.ooTUNdI1I5.J7hYpY.data.org,TXT,140
jOnQfOFpv4.hTYsnn2x6g.YbTSwgHk7.tunnel.com,AAAA,226
8lz0t8bu.f86k.20f7.info,CNAME,84
hJ0uGk67PP.sLxLu4HJtz.V.data.org,NS,91
xm7hos.x120di7s.i22.pxgkz5n.info,AAAA,41
lopez.com,NS,209
bowen-leonard.com,MX,172
FehBm8raCV.Rki7ySZ61A.8XrJfsWz.exfil.io,NS,139
htypvg.yz1qsq1.bg9g3pl.online,TXT,174
HdlcKJJLi7.QskQEOurcE.eeO.tunnel.com,CNAME,74
9C6HoSft7b.osam9pIUTQ.wjaD0Z7A.exfil.io,TXT,77
kim.com,AAAA,38
9JCgio6fq9.DjwPc6k9gZ.MB8AIrnIl9.Hrtow.data.org,AAAA,164
ryg9dyq7.attr06x.sg1f5oqn.hac6s.xyz,TXT,159
3Ej7hfaUjt.OXj6XH0R2R.o0DwdA50A0.T3ht.tunnel.com,CNAME,100
7kx2wlr.9kwye39.online,NS,49
wjy9nx.5mevjkci.qxaab9.cxmve.online,TXT,151
evans-lee.com,MX,143
8inqv5.2d83ubk5.online,A,180
I8gv26KKil.4OOtkhmTUL.Cuw3onvMjc.9n.exfil.io,TXT,146
UPiywk52PX.9Z4GuRJg9Q.e5y2whs.tunnel.com,MX,94
6keh.dk7.online,CNAME,128
M7DAjuNK1O.VXeIgLnRJ9.ImyBm146UJ.WAoA6.tunnel.com,MX,49
dorsey.com,TXT,32
EOJZQUz4OU.vghAu9exAf.8BQL8n6Aig.X7f2.data.org,CNAME,161
NmpSfXdADW.YfPpUGBc6o.yicmtr90MO.exfil.io,NS,128
0jl.ahbttm62.43y.biz,TXT,59
c1wpulA9qJ.XRiiI72NKw.o6nZAjCnkR.E6S.data.org,MX,176
obrien.org,AAAA,249
johnson.com,AAAA,201
t3glb.iuo.adpg.m56i.info,MX,92
5mtc3t.qej.online,A,118
oewil.ajdze1dl.vitjvb1.yl0.online,CNAME,160
patterson-cruz.biz,CNAME,78
miller.info,CNAME,175
4rIdGL8Amz.7gHQ7K5oUf.cN6JbmXiMc.C.tunnel.com,A,78
trujillo.info,AAAA,246
hernandez.com,TXT,35
zql0u.9ktkld4.cgpnxt.jt6719.online,TXT,120
torres.biz,NS,212
white.com,NS,80
GmAgy9mSD2.esiniA7DVy.31.exfil.io,NS,142
mccann-proctor.biz,CNAME,247
guzman.biz,MX,211
uzi2C71I7W.54gVnNGAaP.Dc21i8BB40.8mBPzuF.data.org,TXT,239
b6qxgdb.eqtp.pb6olpk.xyz,CNAME,47
d36jQt0gJk.DDmKpyhx2O.JJRGoniAT8.EUitVvtA.exfil.io,NS,58
FpXqmzO2pb.yE1aLJJOGS.Eh94Xkefdr.NarG.tunnel.com,A,71
Pje8beY1Np.z2NMaMoMdz.28BNvDWFT.data.org,AAAA,68
UCbdv1kRjw.yyFuWvIQga.yk5YTRPy92.A.tunnel.com,NS,70
auw.r5nu83.3164hn2.cm0m8.xyz,MX,157
4zrplBTciE.ts9yP9QsMG.ZtzMvNLjXb.8.data.org,CNAME,86
OkG3rLtZz5.KLcepnHebF.Z29gXEtu13.I8PNonl.tunnel.com,CNAME,78
zy5svtx.0myy.info,MX,162
g9x90na.4ojln.ev7.biz,MX,204
rodriguez.com,A,119
carter.com,A,238
vos.5et.euer0y5r.online,A,92
malone.com,AAAA,34
Nx8X0mmcfT.awm2Op5xpv.7kkHCYSWSJ.x.exfil.io,CNAME,159
gonzalez-wood.org,CNAME,223
ga2.05j0.biz,AAAA,84
xra14oElHC.E4kjh8xws7.AK.exfil.io,NS,180
44t.nkk4d1ua.c52.6sp.xyz,MX,90
nJt132pAMm.Neit0ktTvP.FNz406FKEv.exfil.io,A,128
4pj.i1l76t.xyz,AAAA,82
anderson.info,A,60
bailey-rivera.biz,TXT,55
odwBVI3nRt.RQPecfUc0w.s6g3BWAXX8.C32s1vzKH.tunnel.com,AAAA,46
yMiK5nJonb.XKECjiS4Ad.sKffYUyRmf.L1e.tunnel.com,TXT,211
jones.com,MX,101
dOqIQgpxtF.BeH5oOhLmo.MZv4h5RQ13.IKuV.exfil.io,CNAME,156
qudwcif2.1shro.zt4oh5.xyz,A,194
2216e1l5.rrzgqc.online,A,124
hawkins-elliott.com,A,42
025PzYFyZ3.Ur7yaxO5C3.PsJ65Gf2kx.z8.tunnel.com,AAAA,152
08s.ldgcz.online,NS,159
3xpf.81ismq6.nxun13c.9ln.online,TXT,250
30jPG3GeRr.LYfMSu82GK.ANTmmJMLsI.Ik.tunnel.com,NS,216
schwartz.com,A,236
AZ25vTylIC.ujXNcQpNFf.wIIvrYn.tunnel.com,NS,173
mcbride-franco.com,AAAA,130
7blbzl9.btr95.do381ln2.xjy7js9i.info,TXT,82
guzman.org,MX,113
ward.biz,TXT,200
q7ok5.ul7dh.online,TXT,77
rogers.com,CNAME,141
LiLXIjSdsG.0RifNz0ozV.mNc9BwsZCr.Pmffn.exfil.io,CNAME,230
wang-campbell.info,NS,65
russell.org,TXT,99
ycwwdt3u.o2dieep.p94rcl.info,NS,229
zlwkb.p2lxjrii.cun99.fbq0uf5.online,TXT,222
jennings.org,CNAME,230
hood.com,CNAME,35
mc87m.2gv1nr.nu9jp.xyz,MX,101
tapia-barry.com,AAAA,216
59bplz.9szb5.7k9xr.info,A,206
shaw-short.com,A,52
YPfLTQ5aBg.S7uwy8uX62.cs.data.org,AAAA,168
miller.com,AAAA,92
8zx.7e81sk.xyz,CNAME,154
wuZ8qYWhrR.zLSwfcx909.GM7c7.tunnel.com,A,50
griffin.com,AAAA,126
wells-smith.net,AAAA,249
oo0V9NxBvj.fxpADNAIVT.ZpLw6E7daF.AlG0Gs.tunnel.com,CNAME,171
AHTWxek2Eb.7hHgCrPnHQ.oN1GgS.data.org,AAAA,52
Dnf1vY355o.mlr4px63z0.1ZC.tunnel.com,A,64
u1Da5cnR8G.AwUGL9XeeW.PhsqeOEhoM.ZOL6.tunnel.com,NS,95
619j.glfnz.fx0y.lsv.biz,MX,129
dAadxKBlJS.71WeUCVcw9.BVJAtZmkiM.q.tunnel.com,AAAA,237
ramirez-jordan.info,CNAME,93
boone-hall.biz,CNAME,133
xxmkst.tfwdkb1x.vpzuov8.biz,CNAME,159
novak.net,NS,144
