domain,query_type,query_size
q1acgj.12p.tn4spn72.0twkdn.info,TXT,195
s0LIwVwEZg.2uXGKwg1pz.Kl2K.tunnel.com,A,130
kofa1.1cne0h.xyz,TXT,158
r60.qs1gh.n2s.op8.xyz,NS,229
vasquez-hartman.com,MX,70
p3atap.0zlb.biz,AAAA,140
BI9jEz7C0J.zto5aRCDCm.LPahTi9JdW.ZECfItuQ.tunnel.com,CNAME,94
wang.biz,AAAA,106
So0HNdbW00.nCFbvCmAmB.uz388Au1rS.dQ.data.org,CNAME,30
qpYuJz8B0d.yGiiAk9cRp.3m8oZnpxAE.VDPWyg.exfil.io,AAAA,91
AlEJDqr0bW.eqfrOpr2Ro.dM8x0bdZ.tunnel.com,TXT,210
cox.com,TXT,196
cCG92iP57s.A97vQTHSqe.eEMTWX7Tn5.mPrxRZp.data.org,AAAA,137
c3SGbbUhOG.Z1FaMH2UjU.5KTK0OlSkr.Kxl.tunnel.com,AAAA,188
watson.net,A,110
984g38rd.wrm3et.tlj4m.mul5h3g3.biz,TXT,238
Rt4K3EaNNN.uDhlWFif0X.Gl88AqdLeR.qv.tunnel.com,MX,121
adams.org,AAAA,207
q0khchY71M.ZYXsxFW8Rv.YjCEO9VGUn.4pxcRoH4P.tunnel.com,A,213
obod.pe5m3edv.info,MX,64
williams-baker.org,NS,119
DIxTyi5v9G.QOW2zUYURd.RLc53A.data.org,NS,171
3n8vfr.ntcgukqy.t0xkc0.biz,AAAA,158
rFV6BQ9TFe.6RCXinltrO.zqZDW1tW.exfil.io,MX,61
hartman-hayes.net,A,86
8VAQlAEJkd.jlIFGIB1tL.mPGpkiiW3T.XVfWEFFu.tunnel.com,NS,201
aTXNIxoYXh.HGpm45AEys.WmB.exfil.io,NS,165
HfAHsnhhay.xfkWPCW2zo.p4tXbaZ.tunnel.com,A,70
chavez.net,TXT,55
salas-dean.com,CNAME,200
ddFz5rNsNr.kyBmkpJ52K.fSDqppuS4T.Udb3Yw.tunnel.com,CNAME,94
hXjBiCVZCM.KBv6jxu7Fd.EEO5a.exfil.io,A,158
6a2xgp3.79ez.5z1wx6v.23fg.info,NS,40
Z4qsaNBj3i.mXibJOu41p.7Qg8fABqkB.IJK.exfil.io,MX,76
clark.com,A,133
rodriguez-morris.com,AAAA,68
kWTuDrZRq8.Z57hhYQotI.3Dtqvt81s8.1Z5KFC.exfil.io,NS,193
VZzrl8349Y.NoZK6Sar5v.qzabY.tunnel.com,A,181
7fr.7lg83.online,CNAME,92
677VJY3fqn.ShCYeaa0J5.q3llmuGL6U.MuWY.exfil.io,AAAA,209
donovan.biz,NS,151
williams.com,MX,147
bZprVDgLVd.bcRetBDwlc.2xEyYuz1dO.3Fo8P.data.org,A,48
tucker.org,TXT,139
TetFJy6LBH.XRN6mVrVMj.TuMxpNzqOT.ZjX.tunnel.com,CNAME,150
AwFC4vJoh6.vlHMg8Pvmj.f826BYjlp.exfil.io,MX,109
roberts-riley.com,NS,226
glover-lester.com,NS,49
7FH1vAy27h.aeOLxH0Xcn.ftsdKA.tunnel.com,NS,193
Q5gpODcY9w.Gytix5IiZY.oPc2gdKSg.tunnel.com,AAAA,143
n3vYK7axgO.6ExsP2zv9r.c4MFmKEOha.exfil.io,MX,40
p2YiXDNncW.H0lpk0rCEc.h35rw55sEO.1mn.tunnel.com,AAAA,221
q6bkwr2.hemybo.online,AAAA,140
zzgbUuFMII.iaIDqKpQtH.3PCV1rxttu.c0bZCjD8.exfil.io,MX,42
vvLzkQDXwt.CRDUu5DVk4.Uuqe08asAc.d2wAu1.data.org,NS,157
sanchez.org,CNAME,110
VosftTt7gX.VPJpvHzcDT.9nalZSVE.exfil.io,CNAME,246
poole.com,AAAA,60
aBz7LIUBQu.jNNmdh5HjC.ouPzcvhJNC.data.org,NS,92
0c6o.vvdx.edl2r.63zdkd.online,NS,227
IJQazwlNah.oo7mNbYN20.1k6lW1zYtG.sZe.exfil.io,AAAA,229
smith-bishop.com,CNAME,213
hunter-chaney.com,MX,85
robinson.com,A,43
oo46ENhGKu.Crz8wA42Fu.1GY.data.org,CNAME,247
0Wxsd3lcec.lKwZhHG4uw.4BX9X2ifnS.iI.exfil.io,MX,81
5ki7ytedmu.9tuNWhH80E.gSmDuY7Pvn.WlWI39q.data.org,TXT,156
lopez.com,NS,90
keith.biz,MX,87
CYJb1IDW26.0MPq7RLSv6.xZ.tunnel.com,NS,93
bnlt2TepNW.ci4GlmjOzf.iXRLtvr.data.org,MX,119
LWgSl998m7.StLfRzHXdr.VDnQgeSR9.tunnel.com,TXT,36
EfED8dEppb.tW2tYNkYT1.1rtiivemXL.CaP.exfil.io,MX,195
rGp56rLVaH.L1M9SikNlU.XPATlYAnXr.ZcawU2.exfil.io,MX,155
7wQdIEuToX.qBv2k6hK5x.wBH7P.data.org,AAAA,130
6mjUOq5hDD.tvJw7IG6kZ.K54qW3msX.data.org,AAAA,134
PlnRFIl0ie.JSSdznpbCM.ES3Apua.exfil.io,A,37
UzK1c5AhO2.i8P0xpj3dI.3YfmEfv4uN.RbsxhQmiMu.exfil.io,A,35
johnson.net,A,204
jk9muF83Es.qD9ATX14iY.rnweD.tunnel.com,TXT,133
eFeeHczEAn.dQamMq10v6.huiLa.tunnel.com,A,138
zzACmpjQdT.qIhZ9FMFWT.P7IBdXtlEK.t.data.org,TXT,103
fBemrLtxJE.3xuMxzBE0x.MZTjSswFdT.r7bLAXMbq.tunnel.com,NS,95
ys5jw.7tkxqas.xx5ky.online,NS,205
2j9gvqma.avqo.dsh6f3x.biz,A,91
3w93mfjx.lbz00.biz,MX,197
jhYQeqLTHM.R4F7hEOswa.udYSm1Ry.data.org,AAAA,139
7c0a0w.qteh.2xun3o.xyz,TXT,92
tQLVOrXvVF.bE1XLcqdOE.8nRS2W.data.org,AAAA,175
w9yTMV58ls.ILOPQHBUHN.rfUIJTBEft.YR7AyTgGIi.data.org,A,199
0s3HPRMIdC.CZSNj6pUnI.Vm7rdUChF6.xfwKlc.tunnel.com,MX,114
PoIN1qbbPU.UZKreRW5lV.PyYPoSOnUo.WPdW.data.org,NS,179
ZrOFDcw2PV.Zup12v8wz3.f21L.exfil.io,AAAA,102
cantu-taylor.com,TXT,192
mTDsaTY3Ge.p6bZ8AKxNQ.PGj29LshNF.7SWZAl.data.org,TXT,96
NRLIZ2t6ul.SjADf87F4x.z9GBB0tjDP.ZxSISCk.tunnel.com,MX,92
PHkzo9OKtT.U8hwwIjZbJ.rHjYii6Gf.tunnel.com,MX,214
bowman.com,NS,218
torres.info,A,130
UMYu4uOg9c.J2QRafwQLp.LCz.tunnel.com,AAAA,225
nd7NR8XbHn.KARCJwMziX.OVa5eYFlSz.exfil.io,CNAME,64
pr69.or4s33w.cdnod.online,MX,129
bmJAHe9crR.ZhwAVTT505.lkjuom.tunnel.com,NS,195
Lr4bhKcdhM.ESX3UNOYJH.zh5TRudCnG.Hbn51xGoFp.data.org,TXT,103
hei8y.9zd3wame.n8y.p97hunoh.info,AAAA,112
kvwhGpSUuU.CSjAMcsPcZ.Crxlnec1g8.viAO6B0.data.org,MX,157
J42Ktu5Oo6.2xWo0f8sT7.J8PSlrPu4w.81rrUZW.exfil.io,MX,33
4s6czt2m.esa.info,A,170
J1GilufAru.vDgicpOx7a.ISBOM.tunnel.com,AAAA,244
qj2X2Urkq7.N0eKudqMWY.9.data.org,NS,75
silva.org,AAAA,115
8rNxG1nJfE.xfUrwJ1DjQ.J4pmbHqj7u.yuc.data.org,NS,135
0ewsZY6YMP.KFuYGxgfK5.pWOUrW.tunnel.com,CNAME,114
MHEuDH4qyu.BOd5Ap6sBM.dQ05Ew.data.org,NS,121
e2wh8rx.14lj.1k11.info,MX,123
u017nxjrsR.3BdaFpnkl0.nkOmGRhxUj.HMw.tunnel.com,NS,249
5r3hytt.jsi7.i1bcettl.xyz,CNAME,166
icXaviSeY2.qAICIMM7bg.xGH2iR.tunnel.com,CNAME,103
JKo5SaLeFT.UUdTrW8ycP.VLwVBi4JNn.HXit.tunnel.com,AAAA,218
9ZhUDOEiHP.TMEfvAqwcE.6JO.data.org,NS,85
mathis-jones.net,TXT,231
iLFxfQ5OsY.PtlonXYtO8.YABW.data.org,NS,80
96wUmiFyNN.wFFGAxEL75.ey1cpc.exfil.io,AAAA,237
smith.com,CNAME,147
johns.com,AAAA,185
scott.com,TXT,90
w24xqyeg.1g17iy0g.bslo1u.6314djh.biz,NS,147
IBqLPNVhIj.S3KJ0kNkwH.B1RrkxILUu.x.data.org,TXT,164
Pi4xLiIeLs.U5uDWGut5v.jXnVsodGbc.e0jIGRx.tunnel.com,TXT,193
GTiAEV3MGG.EajGnINmVL.zKqG0dVATZ.duNjeJy.exfil.io,MX,162
O06szwaH3w.hQRyLuz3q8.ug.data.org,TXT,106
qsbxZNtTCB.BGZbDwIMxF.tiutAmBTTH.GKfBz.data.org,AAAA,90
snR7HA5YBp.uIGssqqpJx.HZzke82SkF.ybdaOaKmo.data.org,NS,71
hughes.com,MX,217
7naPaEOdEm.bLbJjdPsR1.Jsm9pDMbUi.2h.exfil.io,AAAA,59
perez.org,AAAA,215
yU3uxH4Wiw.WP0zPASjwa.tunnel.com,TXT,73
5doe65.7z29im.es20.kqw.biz,AAAA,233
kzqfRKEHwR.F8Mp0MV3cQ.CqsZuWl.exfil.io,MX,105
kXzvWkoo8F.QOv0mkDnPP.Hyim1FNymG.tunnel.com,A,151
garza.com,A,145
W1AW9PtMkM.jEdtinH4Jp.fK1r.exfil.io,TXT,88
vdz3r5cl.ipth.kroijvlx.vdo7o.online,CNAME,207
harris.com,MX,34
meEUsnqZEK.ePMvkmVaeg.c.data.org,A,153
gqHe8IBsEK.uzJ0XI6L8k.cFTAEETtOV.s5uNQ5.data.org,MX,38
5vfUGoRL5f.7vRQkwbYe4.Q.tunnel.com,MX,128
stevenson.com,TXT,161
wright.info,NS,177
SjFBeNliwq.GJaOF7Rzqg.exfil.io,CNAME,49
roberts-thomas.biz,TXT,221
wagner-wells.com,A,103
JV3053UCoN.TALoMvfr96.TtcKWIQNq2.Ll.exfil.io,AAAA,107
f7fokLKObO.vKxEBxP8ux.9Jq9sYIN8Y.8XxVUQxZRM.data.org,NS,194
v2rmED0AhK.3D11FWBsAB.evB.exfil.io,AAAA,68
l40uqot.ek6pmft.biz,CNAME,219
2gs.yaas9ysn.kcz6url.xyz,AAAA,101
t7EQzjw8f8.UIJFUPRDCY.t.data.org,MX,136
syMCw7tAjI.kYEsB618O1.wQ4QAS9kiN.7o.data.org,AAAA,238
FsXdp0S3d7.NdOiaJkswU.CWLGL4jXp.tunnel.com,AAAA,157
joew.p8rbkk.1913x.y96.xyz,NS,247
3rfz.i9x5b.3u0is6ke.biz,A,160
oUJJO4x5ax.dCveRz2u5Z.7sWOc3CPSv.zgYUUzNa5C.data.org,A,136
SlT7ZgK6GU.3hYccWal1E.UCUj5aGfSf.nM5FAdgoO.tunnel.com,CNAME,226
woods-moran.com,MX,174
8gaipdcx.9sgo1l.info,AAAA,234
melton.biz,TXT,109
w1EkFHsYdL.Snrdcl64d9.zwAnXd8Imr.KIsvq1N2.tunnel.com,MX,105
sGhzfjO7M4.hYDMGmYdcm.exctic7b.exfil.io,NS,247
9bsw.2so3f.r7m5h.2e6lfnj.info,TXT,45
0HnH1HRUQD.nM0s489ldL.9PXW4tT8Hh.uVWJJgjF.data.org,A,189
tkp8g2.pej06rk.info,A,63
OjcRqAnVMz.P7GS7QNFOQ.KA.data.org,CNAME,236
JyQbdkQsoY.z2nnZpmmS7.aUbFr55E9K.W.data.org,MX,155
VMp8nVW1WF.AeUKUMzFkW.hHW3rsXneJ.741Z9arg.tunnel.com,A,220
khho.w7306.pcgomzvk.biz,A,48
coy9yti.2e24d.bubk04.xyz,TXT,163
LhEavGffVt.wlM1F3ptiB.rt5UMnA5X7.6EKR1Q.exfil.io,AAAA,184
thomas-mcdonald.info,MX,126
WpYDtnqoF8.OHK6scVERb.F.exfil.io,A,51
NNL5ZNKVoS.VHcsXPpykJ.Zp6XJ3ka0U.c0ibcUKf9b.tunnel.com,AAAA,151
FD22ndpmHw.cHvKCWYV5k.UAI.tunnel.com,CNAME,41
4ml6.32r9j33.4uqo5zj.ny9rrp.biz,TXT,45
bryant-lee.net,MX,133
FE72DQ1Mul.CAXbIlR1gg.ZNIg6jAGpA.IOUKCn.exfil.io,AAAA,175
AeP8CFXNX1.yQgekBfIKh.iv9tCCl.tunnel.com,AAAA,160
mgvtlcuIXc.uGIvvwiZxw.8MSzZ73NP.exfil.io,NS,83
Ja5Q1gZeKz.cap9TE7m3Q.p.tunnel.com,TXT,194
NjEOIqV70X.yEWVi5BR3g.glDX0hj7zY.D6VkXM0bR.exfil.io,MX,96
4dx7o677.59fqnlfo.7dfytt.xeth.biz,A,184
vOE8pSDJJc.rau3jlyHpU.C3Jkw8pe1O.uqfBKHaB.exfil.io,A,114
EPokmsPQC4.cAOj5oSGk8.NShoa1x.data.org,CNAME,63
gERWBKMndE.w55Nac6D9h.Op.exfil.io,MX,243
higgins-santana.com,NS,82
pnwb2cg.0kkz.xyz,A,223
y084f8.hc1.n7swfd.ouobz.biz,CNAME,43
ozN8GqtwUl.vooTPc92vc.exfil.io,AAAA,181
cww03k.2x9.0d1.online,NS,215
golden.biz,A,95
2vx.v8dus.xyz,AAAA,48
fernandez.com,MX,58
wZH99xbzva.iXJZlH9S2W.peZAnQ6PAk.fy.data.org,TXT,99
mcneil.com,TXT,172
hutchinson.com,TXT,149
hcSmCHEgnU.DgwNQxuy5w.7b9jYla.tunnel.com,CNAME,199
kemp.info,A,67
green.com,AAAA,155
mlmay7.o2wi8nby.1d2hnt.hfh5fmm1.info,TXT,112
e7gzr8e.wxir.online,MX,69
n2d60r.gvjwc1.xyz,CNAME,169
0y1ApynXfK.q544krseIK.vVWYRXgzPV.egLq.data.org,NS,50
vBDRp4aPak.EYrlN4hHTc.0SmVPz0cHy.vJdF.exfil.io,AAAA,182
watson-williams.org,CNAME,79
49BCRnBsGR.HXDAXLX3cR.bSjl4dBYj0.s.exfil.io,MX,68
FqROHtbGqK.5PNwMb64ah.t2Eks8TLDT.FkE4T.data.org,AAAA,95
ai4.wz5ax.tfbxtq6.swlah8bs.biz,MX,226
shea.biz,A,163
zJoOOvhjmw.ntP3tGuhlc.L09bowFrWJ.DuNZ.data.org,NS,35
1k7yuuic.mf4o.rkumk.xyz,AAAA,247
A9Cv3c4Bf1.GWv8stw3rO.cZLFUcuUmD.WJskiYV48.data.org,CNAME,225
ffr1s0b5.4imqtlj.k4mjot.xyz,TXT,175
HEg3mSS7jr.UGxs91uQIr.6YmXQj9vh6.data.org,MX,199
car.nfrfc9g.px5.biz,AAAA,148
miller.com,TXT,64
Y3dgp9oEf7.7RiNg3EguD.TvoIXTHt.exfil.io,A,133
graham.net,CNAME,38
bOIUqn5uAK.RvgCb276Mo.76z.exfil.io,NS,247
h6ypmykWaD.08b2o8G7Co.cK0bG.exfil.io,MX,105
UZ5ij8WcXJ.HqSEKESpSP.CRe3xKnUi5.5wbUJ.tunnel.com,TXT,186
m9cM9aj4Mv.6Wwfe7AtMZ.ofVP4wLsLB.w2ACTik.tunnel.com,CNAME,174
MYw4kUnv3c.sxTonuwtzi.ujeB3dffvD.exfil.io,AAAA,73
i96DowCzsI.7Bs3vxCT88.exfil.io,TXT,220
OqtzTqoNnI.tUwcG4hMLx.a52ic2xw4u.VF.exfil.io,A,143
ciuz6mmo.1r5006.pdsw.ehn47kl7.info,NS,205
roberts.info,NS,230
FuZImy6Pg5.bOeMQsQ0Xc.YKLqdYduX.exfil.io,A,57
2wed.wp3m.info,NS,180
davis.com,NS,72
A56XwTIwCH.B6YPwmlypJ.Bp.data.org,AAAA,33
w2ycs.a6b.y48a.online,TXT,242
wIIkSO1b5c.XOh1rJFgqI.FUk0PXt6np.AXa.tunnel.com,CNAME,171
6ny.ipv0fh4h.bzkne.biz,CNAME,64
hn2lb8afRV.BnZUIQ36ng.gy6vsgKdgq.Z9M3DVp.data.org,NS,111
rvwmfk.ognh77.info,MX,135
8b8cdb1.iewmmq5u.hwfjw5.sf6xz3.online,CNAME,89
Jq33rWc6br.oE8wlIaefJ.9WYBxexidg.K.exfil.io,NS,169
xay6WJKh8f.eOcVNB4aFg.qmCnkqx3CA.76.exfil.io,MX,249
4x88nYUM06.dnsNAtrAkX.tunnel.com,NS,137
XaPfmGwhsj.CeiYLIFfAn.SQ.exfil.io,TXT,73
x1Z77LyXUl.ClTzbvbx22.huxAn5goDU.MBeVqq.exfil.io,TXT,196
watkins.org,NS,155
p2pglfsYTA.2yDU5ALkM3.sRy.data.org,MX,60
christian.com,AAAA,158
rogers.com,MX,222
shea-hull.biz,MX,222
rqFWGzlmOa.2wxDHq8Sky.U91k.exfil.io,NS,144
wvPQXkFafZ.PYPKAVTEEy.3kViNnOtrf.qN.tunnel.com,CNAME,193
myC6ruRcDA.FxSGFabKkK.mXKzZ.tunnel.com,NS,128
CYt2qLDgKk.aqz9Mk5Vbz.vfbkbL.data.org,TXT,146
4CPyDgaUeO.cEj9ZZ55Oq.nd.exfil.io,A,203
Am2x7nC1bb.5qgUxiyLhw.20SURqYexx.hc.exfil.io,A,108
i5d9s4xm.tmqe18.xyz,MX,239
TrB39sN0kZ.3PmEFPmy4N.eKs7Y9RwW4.Ixm.tunnel.com,TXT,225
marquez.info,A,135
1d3zgEBNAU.wlyh8PaAjC.WmtIS1PF7P.tDoNvmrcgo.tunnel.com,MX,78
DdflV38ZPT.iIkNGV2ITt.hZy.exfil.io,A,41
white.net,NS,206
8rih.7dzis.xyz,A,247
4Za5U2sAye.WIAxwOQCSu.aGcJAh1ZQA.SUZ.tunnel.com,MX,249
oQjy3a6g5e.z9rJjqAiZ4.nhE20WNTwz.AfLE.exfil.io,TXT,86
WBiRV4hkf9.uCJlsegBjK.xAu1.exfil.io,NS,40
9fIbo6V9mH.19FnjpePKL.E5KFUM3Q63.5Y1Vs.data.org,CNAME,178
x9n4mk7u.b1flwq.info,MX,168
z7uREH6X1L.ceg7Icresu.8EZq8Jnd6D.EPo0z.exfil.io,NS,157
patton.net,CNAME,43
fuller-nunez.com,NS,208
xANKfjzZWm.aQog21MvZ8.KZTmyvZO8u.R0YQO.exfil.io,AAAA,140
lBW3JTeys7.LafCMxQLpc.lTiWOfP2M.exfil.io,CNAME,230
usgh.s3xfgo.qes.lgulu1.info,CNAME,194
AYcMa44sqK.c532PJMZ31.Ob0QkQYRO5.ju9U.data.org,TXT,51
KjKt3eQvZp.Ek2cYS1Z5n.rJrFdRdBBF.m3m.data.org,CNAME,189
green.com,MX,74
4wt.qh2qupj.4zz.r4ms1w2.online,A,137
b1F9VCjLGJ.AYx23wxnTo.3R2.exfil.io,MX,78
LkkyG8PU4g.7vfuaerATc.wQ2o2U.tunnel.com,CNAME,91
jc9PbfrlV9.2BRD87uzYM.Bf4M1fck.tunnel.com,TXT,93
tnZVcH56Gf.iVb6irIZ4C.OKUPc5LfXO.KpYM.data.org,CNAME,144
rm2WJCAaJJ.QypQzFlV5W.zOP4xwPsfp.NfzTpN01z.exfil.io,CNAME,55
OVKKmQZUox.eRB3jWBDoC.hBv01kJmMF.MPV.exfil.io,A,232
NylrKsHD8a.aa34rYyYtr.f.tunnel.com,NS,100
u0ee.6d9tg.online,MX,119
X7lWv9uG76.uGqVvm4DJ8.sq.tunnel.com,MX,240
5vTdEDqkOZ.Wr0TGDJzK7.F25meBO1wI.BW.tunnel.com,MX,231
bpz.ejp.i17sr.biz,CNAME,30
lg2m8cP02Z.3uxX5cunfx.9jp.data.org,A,202
BIQZsrQ8Rd.eDhPaqniyz.SIcsGBjT4.tunnel.com,CNAME,151
YpsWhUXJp0.pSqaQXUpNP.OX5.data.org,TXT,211
y3p.4ff.1q6fwxd.lx98f2.biz,MX,159
RPQKUbEQqM.aGCwU5tTIt.vOoWZ3ZRv0.7.tunnel.com,AAAA,222
neal-cantrell.biz,CNAME,217
mVysGNq2mh.k1JqSvpCzk.P2nLWgO4Xv.tunnel.com,CNAME,157
chung.com,A,233
X052d3P0JK.xzVYBXajtk.80P9ts9fg.exfil.io,TXT,178
jQf4jd7NkV.zhQqRzQQDU.u3OF2PSF.tunnel.com,AAAA,152
ih1.0jr.myh.info,A,182
tiFzNa8U1j.kCdvxwnqYi.e3QPbOMP6.data.org,TXT,224
young.com,NS,30
d6i4gqZbIt.2H2nIOq9YD.YL.exfil.io,NS,93
3alsvc.5m91ke.xyz,AAAA,87
XIfKD3ePYL.vV7W7AyFQh.7gYaih05C5.wwSstWGoZ.exfil.io,MX,140
qnliUWjPCi.BhADM5xyBQ.ZlCPDqCG2E.data.org,A,201
cA2fk53Ze8.GVx5LxeryD.U.tunnel.com,TXT,162
mckinney.com,TXT,177
cmZae2rzzA.L8YJGymYjg.HC04hpkmmn.h53rTq.exfil.io,MX,246
fewnjyzs.qvmv9ua.5h2.online,TXT,46
3i7si1ac.meo432.una5.biz,NS,46
BRUcuAMmiA.5r9j1L7k7p.wf.exfil.io,NS,35
ware.com,A,132
X12fq6VVsu.ALtMxqGY5b.HBJPC6P.data.org,NS,197
2mF3lQZybI.lhvI28ya5Y.Dyl23QUm6.exfil.io,TXT,215
6F7IBqlBnt.ybVOeqyIV5.z2AVasSYcp.XY.exfil.io,NS,123
2NSmb6MUHF.5YYNFSHfmN.XxHIYo8Win.o.exfil.io,MX,176
Ckat7hDdvg.2j3arLxWUb.QL2zIGiM.data.org,CNAME,49
QH4OXYO0s5.ZqKXxJ8P9N.GMWJ884Q3Q.Pa9ET21iet.tunnel.com,MX,43
mmQHpwXgjD.GHhWHoQQlL.6XsvFmCn4c.Zuzl.tunnel.com,CNAME,102
UNviE7hb7N.Iu8oMdM2yz.C1Pi.exfil.io,CNAME,182
hale.net,A,197
7glIliMBo5.VoU54AcSXf.fVHQ4Nfy8.data.org,AAAA,113
d9s570xs.niafcbo.ieakm61.biz,AAAA,58
eJ97csnCU6.PhTWDQ5W46.ZrCT1ERKqp.sSM.data.org,CNAME,113
BxnLDXdaUJ.EWUlJebHuj.xqjKq0hJJ3.gHr.data.org,NS,240
glass.com,MX,145
mltM1tvNVA.m6q9Ij42yD.HViFW.data.org,TXT,200
43AU88JjfY.jvzbwoFakx.exfil.io,AAAA,167
j7QzvWAdlq.Kms1mfvf01.YE3C0nDvLw.Fy3b2R.data.org,AAAA,121
8dkbag1v.hvoqwsm5.9xx0h.q90.online,AAAA,80
M41CfAQfnp.Jwvb6dZEMW.exfil.io,CNAME,223
reed.org,CNAME,215
iROO0SVD1p.frRj6Z57As.fN8oL.data.org,AAAA,56
ed2v0.150etl.j3cknyyz.qc1k.info,A,182
allison.com,A,51
ellis.com,CNAME,52
EXhuH1M17Q.lFFgfZ4c4g.exfil.io,TXT,233
4t4.4h802cj.0dtxca4m.4lp.biz,MX,68
3tIAPG6SnT.MLtrIA51ep.czm3a3Xcby.xDv57rw.tunnel.com,CNAME,164
myAFLflcSh.B1oFBrY4zX.Cr9ZSZdRQB.vXGh.data.org,A,218
2ouq.i7vx6d5.3zh78.online,AAAA,222
rodriguez-black.com,CNAME,106
anthony-ponce.com,CNAME,40
O4KomvgDjx.kVF1yH0CqN.dttGgG7FPn.IX3.tunnel.com,CNAME,226
CyyJFw72JT.uYr4rTuwBN.WUP8.tunnel.com,NS,127
TUloOFDSjT.8t956ooZGs.80pXgw.tunnel.com,NS,213
xslha8.vn9kp.vo1.biz,MX,86
lewis.com,NS,76
l75WojaHcL.UAYuyec7DG.UrzaXpHXpH.e8.data.org,AAAA,224
wRCbnRdy5u.hFMJcpDj0K.TQ.data.org,CNAME,232
fIWrIu4fNa.8MtNmOUFkR.SB668ef8gG.d2NkJ.exfil.io,NS,242
johnson.org,MX,80
goodman.biz,MX,123
hTG3xkwG3D.IcO85Qn4FQ.uDPmaNueeF.a2.tunnel.com,NS,216
1YKjUyBbtS.Iu2886UkFX.ffAyXb02r6.PlRtR2cR.data.org,TXT,120
gem3ijf.uqdf4awh.xyz,AAAA,201
iyPNu7g5zG.xe8btOvACg.6bUBM.tunnel.com,TXT,102
f2K8tDyh6V.hwVpRtVX0j.6ng2MMQDcF.YVhVnpkP.exfil.io,AAAA,165
woFOXy805f.402htDy7ts.o66Z73.tunnel.com,NS,235
butler.net,NS,178
booth.com,CNAME,230
gri8M3RUMC.kLwOwe4DPK.LeVnc.data.org,A,160
wilkins.com,A,174
4irxx.ayq6.info,AAAA,81
6qLlMeIcnF.qHWPBWmioa.2N.data.org,MX,102
UH4lYTyESA.MMLqJ0Jfha.TTshaw77HB.EXlP6.exfil.io,TXT,250
BDO2v19qDT.F80YhmSXIu.PHPtlGJf3m.eC7sr3DtsY.tunnel.com,MX,130
asoh.urp.info,CNAME,116
0A12YqOmsr.iZIjAxOU8T.6ermWDj.data.org,A,53
2s5vV1KwI9.MfWxhlwp7V.MpW.tunnel.com,AAAA,77
RHNWeMSmXI.NiOn9xAxgh.kXA5rUMaoi.akiOUYH5.data.org,NS,106
fuller.com,MX,34
vkbvRiDPgL.JsaQCh7y8N.y1m9RCiSWo.uTw2C2tl.exfil.io,MX,234
vAHJsQVcM5.el4Unzt09X.jtPy36O.tunnel.com,NS,237
IMvzt0yEBw.clSNoY3sCl.f.data.org,AAAA,237
crosby.info,A,37
3IAOz7YRGP.3Tg9cHoV4Z.GCvZzIk.data.org,CNAME,95
C6f0ALdTBS.xUgzgeMzev.9.tunnel.com,CNAME,102
bHP4u3nAYH.BmLDafSJIC.JdHFGZlFB3.C.tunnel.com,A,94
2YIipZUbHi.AGj7vDPMyw.UwfwfyS65J.kk.tunnel.com,CNAME,111
fzSwFmDxGj.qpGSTo8sep.AUa6DYwUUW.YVUlmZrIgM.tunnel.com,AAAA,247
ZCoDZ5URhh.os5U0x72de.exfil.io,A,152
sg3VTvWqei.3IuBeF6owS.94z6b.tunnel.com,TXT,170
p6PlFsT5HL.aYd6dmGW5j.pV.exfil.io,MX,108
martin.com,CNAME,195
oHO6G1j79V.7GWjyAyP83.IbwVdPzvLN.uSswBqzH.exfil.io,NS,149
yep4r.hgt.info,CNAME,225
NIa1dR9d57.PW8KBwE9Gt.Kzum0DR.data.org,TXT,176
PLoC13tP89.EyrT8BvsHd.UsCGAkZ.exfil.io,CNAME,117
i1n5gv.pl80.wdn2.upg1o.info,AAAA,156
nlAucdivGk.3KioWhWobt.0jJ7IbdGSV.tsO.tunnel.com,MX,51
ffn.1q42.jvvdsz.7u5wguj1.online,MX,174
baker.com,NS,214
6tUYxhbWtY.d65LKf9keG.MNmqY774IS.IxiH4x.data.org,MX,220
f48e.8nk2pm7o.jif.xyz,CNAME,147
Wc5Epx669b.l05TcxNONd.K1omvpCp9a.02XdSj3EV.exfil.io,CNAME,120
WoUz02ZIxm.k8YL9QCSql.YGlbOQ0SJX.qpUcP0Go.tunnel.com,A,185
yCH8LcLqQ4.E3wFFjYswU.A1Ulz.exfil.io,CNAME,140
ynkIgmQOP5.DDgzs8Osl1.RS01a2Q1Nh.lwYt6mDY.exfil.io,TXT,70
pSZofpLjlJ.4CUQxog2IZ.zisk1296xE.q.data.org,NS,113
rl6u520.k63.biz,AAAA,204
x1iRZknQqL.4z5ZKTGAh0.z8N3l.tunnel.com,MX,214
eX9ovtyhLQ.3Vc7Nq3K5Y.5vwRIHg02B.gf3.exfil.io,AAAA,148
NhfF3Q5229.o8k9SFOYuA.kFJhMwrUJo.exfil.io,MX,182
QI3bbI34HF.ovMcoBodGk.uDjATHFgV8.V.data.org,MX,208
NiKGTMwPoQ.Mc6Ify8F6j.hoL9Ql9cMk.CDI3Zrp.tunnel.com,A,188
YC9v60D2A4.EimQfwSRpV.k.tunnel.com,A,115
